"","taxonID","taxon_name","year_2010","eez"
"369",600868,"Carcharhinus falciformis",3530.35690244174,"Mexico"
"370",600873,"Carcharhinus leucas",454.154119015798,"Mexico"
"371",600874,"Carcharhinus limbatus",897.849681455075,"Mexico"
"372",600875,"Carcharhinus longimanus",454.154119015798,"Mexico"
"373",600878,"Carcharhinus obscurus",454.154119015798,"Mexico"
"374",600886,"Galeocerdo cuvier",454.154119015798,"Mexico"
"375",600897,"Negaprion brevirostris",454.154119015798,"Mexico"
"376",600898,"Prionace glauca",2862.33616893699,"Mexico"
"377",600912,"Sphyrna lewini",486.061261831619,"Mexico"
"378",600914,"Sphyrna mokarran",486.061261831619,"Mexico"
"379",600917,"Sphyrna zygaena",486.061261831619,"Mexico"
"380",600988,"Alectis ciliaris",428.063676757864,"Mexico"
"381",600993,"Decapterus macarellus",428.063676757864,"Mexico"
"382",601007,"Seriola rivoliana",428.063676757864,"Mexico"
"383",601049,"Eucinostomus argenteus",3413.68257081297,"Mexico"
"384",601235,"Sphyraena barracuda",428.063676757864,"Mexico"
"385",601288,"Trichiurus lepturus",428.063676757864,"Mexico"
"386",601393,"Hoplopagrus guentherii",428.063676757864,"Mexico"
"387",601408,"Lutjanus argentiventris",428.063676757864,"Mexico"
"388",601477,"Sardinops sagax",440530.802776105,"Mexico"
"389",601484,"Opisthonema libertate",44849.8872180712,"Mexico"
"390",601520,"Clupea pallasii pallasii",972.007936507808,"Mexico"
"391",601664,"Engraulis mordax",8743.75415294817,"Mexico"
"392",601827,"Merluccius angustimanus",428.063676757864,"Mexico"
"393",601917,"Caranx sexfasciatus",428.063676757864,"Mexico"
"394",602061,"Manta birostris",385.476030083203,"Mexico"
"395",602534,"Alopias superciliosus",385.476030083203,"Mexico"
"396",602535,"Alopias vulpinus",385.476030083203,"Mexico"
"397",602578,"Gymnura marmorata",385.476030083203,"Mexico"
"398",603310,"Stereolepis gigas",428.063676757864,"Mexico"
"399",603334,"Mycteroperca xenarcha",428.063676757864,"Mexico"
"400",603539,"Caulolatilus princeps",428.063676757864,"Mexico"
"401",603565,"Eucinostomus gracilis",3413.68257081297,"Mexico"
"402",603578,"Atractoscion nobilis",428.063676757864,"Mexico"
